NOMBRE,CATEGORIA,CLASE DE ACTIVIDAD
ALTER EGO,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ANTEA I_38559,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
BODEGA SAN TEO,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
CARBONE,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
CHILAKING PLAZAS DEL SOL,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
CHILIS,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
CHILIS 1031 QUERETARO II,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
DENNYS,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
DENNYS,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
GASTRONOMIA HELLENICA,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
GASTROPUB FOLK,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
GRAIN HOUSE,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LA HABANA,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LA LIBANESSA,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
RESTAURANTE BAR SEVILLA 2,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
RESTAURANTE BAR TERRACOTA BISTROS,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
RESTAURANTE RISTORANTE CASA NOSTRA,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
RRESTAURANTE BAR-IGON,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
BODEGA A,INTERNACIONAL,Restaurantes de autoservicio
RESTAURANTE-PARK DK PUERTO MORELOS,INTERNACIONAL,Servicios de preparación de alimentos en unidades móviles
PAMPAS,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ANGUS BUTCHER HOUSE,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ARRACHERAS STEAK HOUSE,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
BEEFERS,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
PAMPAS,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
PAMPAS CENTRO SUR,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
RESTAURANTE DE CORTES A BRAVO,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
RESTAURANTE PAMPAS,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
CARNES A LA PARILLA BETOS GRILL,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
EL BARRIL GRILL,INTERNACIONAL,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
TRATTORIA LA PASTA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
TRATTORIA DA UGO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
DA MAURIZIO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
IL VENEZIANO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
G‚NOVA CUCINA ITALIANA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
ANTONELLA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
LA PIZZA DI MARCO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
TARANTELLA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
MOZZARELLA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
MOZZARELLA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
RIVIERA 42,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
SIGNORINA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
ITALIANNIS,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
DEMETRIOS,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
4 PASTAS,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
4SAPORI RESTAURANT-BAR&GRILL,ITALIANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ALEX S PASTA,ITALIANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ARRABIATA PIZZA & PASTA,ITALIANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
BERNARDOS TRATORIA,ITALIANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ITALIANNIS,ITALIANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ITALIANNIS  QUERETARO,ITALIANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LA ITALIA RESTAURANTE,ITALIANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LA PICCOLA ITALIA,ITALIANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LA PICCOLA ITALIA QUERETARO,ITALIANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LA PICCOLA RESTAURANTE,ITALIANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ROMANIS PASTA,ITALIANA,Servicios de preparación de alimentos en unidades móviles
PASTELERÃ­A ITALIANA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
VILLA ITALIANA ACUEDUCTO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
EL ITALIANO (COMIDA MEDITERRANEA),ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
ITALIAN CITO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
REPISA ITALIANA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
ITALIANNIS PIZZA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
PIZZAS LA VIA ITALIANA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
PIZZAS A LA ITALIANA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
EL ITALIANITO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
ITALIANNI'S PIZZA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
ITALIANNI'S PIZZA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
ITALIANNI'S PIZZA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
REPISA ITALIANA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
ITALIANNI'S PIZZA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
PIZZAS LA VIA ITALIANA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
PIZZAS A LA ITALIANA,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
EL ITALIANITO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
EL HORNITO ITALIANO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
FAINA - EMPANADAS ARGENTINAS,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
ASADOR ARGENTINO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
PIBE ARGENTINO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
EL VID ARGENTINO,ITALIANA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar"
RESTAURANTE MARISCOS LAMPARA,MARISCOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
116 PÚLPITO GASTRO BAR,MARISCOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
6 E 10 MARISCOS YAMILETH Y GAEL,MARISCOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
7 MARES,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
8 TOSTADAS,MARISCOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
A BABOR,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
A LA TOSTADA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
ACUARAMA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
AGUA CHILE MALA CRUDA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
AGUACHILE SURF,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
AGUACHILES EL KRUSTACEO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
AGUACHILES LOS MOLCAJETES,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
AGUACHILIS,MARISCOS,Restaurantes con servicio de preparación de tacos y tortas
AGUACHILITOS RESTAURANT MARISCOS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
AGUACHILITRO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
ALABAMA SHRIMP & BEER,MARISCOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ALETA NEGRA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
ALMEJA EXOTICA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
ALTAMAR,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
AMOR COSTEÑO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
ANSUELO RESTAURANTE,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
ANTOJITOS MARINEROS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
ANTOJITOS MARINEROS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
ANTOJITOS MARINEROS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
ANZUELITOS TACOS DE MAR,MARISCOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ASADERO EL OJON,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
AZADERO LA YAQUESITA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BAHIA NO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BAJA TO GO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BALTACOS   MARISCO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LOS JAROCHITOS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LOS ROBALITOS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BOBOS FISH & CHIPS,MARISCOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
BOCCANERA RESTAURANTE,MARISCOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
ALTATA COCINA DEL MAR,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
AUXILIAR DE MARISQUERIA CARIBE,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
AUXILIAR MARISQUERIA PANCHITOS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BAJA FISH TACOS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BODEGA AUXILIAR DE MARISCOS CARIBE,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BODEGAS  MARISCOS LUPITA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BOEGA DE OSTEONERIA LA PALAPA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BOTANAS LA ESTACION,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BOTANAS TOSTADAS Y COCTELES,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BOTANAS Y MARISCOS EL CUÑADITO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BRISA DEL MAR,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
BUCANEROS RESTURANTE,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
CENTRAL FISH,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
CENTRO BOTANERO EL MEXICANO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
CENTRO BOTANERO LA PALAPA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
CHIRINGUITO 363,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
CHORI MARISCOS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
COSTEÑITO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
DON CANGREJO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL AGASAJO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL CACHANILLA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL CAMARON ITALIANO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL CAMARON NORTEÑO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL MARLINCITO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL MIRADOR 57,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL NAYAB MARISCOS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL PARITO DE MAZATLAN,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL REY DEL VIRIL,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL REY DEL ZASON,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL SIRENITO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL SIRENO MAL QUERIDO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
EL TIBURÓN ENAMORADO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
ISLA DEL ENCANTO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
JARDIN MARISQUERO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
JERRYS MARISQUERIA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LA BOMBA RESTAURANTE,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LA CABAÑA DEL PESCADOR,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LA CEVICHERIA SONORENSE,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LA COMADRE CULICHI,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LA CUEVA DE EL PIRATA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LA MARISCADA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LA MOJARRA FELIZ,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LA MOJARRA FELIZ,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LA PALAPA MARISCOS,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LOS CAMARONES PETACONES,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LOS MORROS TACOS Y CEVICHE,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
LOS UNICOS TACOS DE CAMARON,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MALAGUA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MAMA FISH,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MAR ABIERTO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MAR Y TIERRA COMIDA CORRIDA,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MARAVINO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MARICOS MONTENEGRO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MARISCOS MIGUE Y DANY,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MARISCOS NEPTUNO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MARISCOS NORTEÑO FISH,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MARISCOS PARGO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
MARISCOS PEJELAGARTO,MARISCOS,Restaurantes con servicio de preparación de pescados y mariscos
