NOMBRE,CATEGORIA,CLASE DE ACTIVIDAD,ID ACT
LA FE CHINESE FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
LA FE CHINESE FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
P'AN KU CHINESE BUFFET,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DYNASTY LEGENDARY CHINESE FOOD MUNDO E,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DINASTY CHINESE FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DYNASTY CHINESE FOOD EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DYNASTY LEGENDARY CHINESE FOOD P CARSO,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
SUNSHINE CHINESE FOOD EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DYNASTY CHINESE FOOD EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DYNASTY LEGENDARY CHINESE FOOD METRÃ³POLI PATRIOTISMO,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINESE DINNING ROOM,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINESE TEA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
PANDA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
SUPER WEIRD CHINESE RESTAURANT,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
DINASTY CHINESE FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
P.F. CHANG'S,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
PANDA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
MUMU,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
LI KOU FU,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RESTAURANTE CHINO HUA XING,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
MARISCOS EL CHINO,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
TAI YANG CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA IMPERIAL,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA EXPRESS IINZ,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
FIESTA CHINA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
FU LAI COMIDA CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
MR. Q COMIDA CHINA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
TAI YANG (CHINA EXPRESS),SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINAWOK,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
LINZ,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA HOUSE,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA LE LE,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA EXPRESS PLAZA PATRIA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA CHINA EXPRESS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA HOUSE,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
P.F. CHANG'S,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
GOLDEN CHINA BUFFET,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
YIU YIH COMIDA CHINA COUNTRY,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA KALI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
HAI DU COMIDA CHINA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINA HOUSE,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
POCILGA CHINA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
BUFFETE COMIDA CHINA CANTONESA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA XING YUNG,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA FONDA MELIA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
YIU YIH COMIDA CHINA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA CHINA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
FU LIN MEN (AUTÃ©NTICA COMIDA CHINA),SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
FONDA MELIA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
JIN PENG,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
CHINAKALI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
KIURI RESTAURANTE JAPONÃ©S,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
REN BBQ JAPONÃ©S,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
SUSHI INARI COMIDA JAPONESA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
"FUJI VAMA (COMIDA JAPONESA, ORIENTAL Y SUSHI)",SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ISAO SUSHI COCINA JAPONESA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
QIN ORIENTAL FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
QIN ORIENTAL FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
FONDA ORIENTAL,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
QIN ORIENTAL FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
QIN ORIENTAL FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
TU KAN TÃ³N ORIENTAL,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
"COMIDA ORIENTAL ""AROMA""",SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
YOI. SUSHI Y COCINA ORIENTAL,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
HASOKI COMIDA JAPONESA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
KOI JAPANESE CUISINE,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RYÃ» JAPANESE LOUNGE & COCKTAIL BAR,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
AI JAPANESE CUISINE,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
HAKKU' JAPANESE GOURMET,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
AIJAPANESECUISINEMEXICO,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
FLOR DE LOTO - JAPANESE FOOD,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COCINA JAPONESA EIKI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA JAPONESA DAIICHIRO,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
IDO COMIDA JAPONESA Y COREANA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RAMEN HOUSE,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
JUKINO RAMEN & DUMPLINGS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
MONSTER RAMEN,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RAMEN KOJI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
HATO RAMEN,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
HACHIKO RAMEN,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RADZO RAMEN HOUSE,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
MONONOKE RAMEN,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
GOJI RAMEN,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
LOTUS WOK COCINA FUSIÃ³N ORIENTAL,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
MR. KAO,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
KUROSU SUSHI BAR,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
SUSHI-ITTO,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
SUSHI 22 ,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
TADAYA SUSHI,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
SUSHI ROLL,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
AKIRA SUSHI,SUSHI/ASIATICA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALEX SUSHI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
AMADA HIBACHI SUSHI,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
COMIDA CHINA MON SUSCHI,SUSHI/ASIATICA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
HONG KONG EXPRESS ZONA HOTELERA,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
MI ROLLO SUSHI,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
SUNROII SUSHI,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
SUSHI EL LUGARCITO,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
SUSHI TEMPO,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
TAKA NIHO SUSHI,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
TAKA SUSHI & KITCHEN,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
YOKO SUSHI BAR,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
ZEND SUSHI,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
BOMBER SUSHI,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
RESTAURANTE DE SUSHI NIGIRI,SUSHI/ASIATICA,Restaurantes de autoservicio,722516
TAKIRO SUSHY,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
TAKURA SUSHI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
TASTE ROLL,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
AKIKOMO SUSHI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
EL SUSHI DE PAPA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
GETSUKO SUSHI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
GLAZE TERIYAKY GRILL,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
GUY JAP SUSHI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
LA ESQUINA DE SUSHI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
SAMY SUSHI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
SANTO PECADO SUCHI Y SNACK,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
SANTY SUSHI Y SNACKS,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
SAPPORO PLAZA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
SEN SEI SUSHI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
SEÑOR SUHI Y TERIYAKI,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
SHUSHI GO,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
88JAPANESEBISTRO,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
MERAKI JAPANESE CUISINE,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
MITSUKI JAPONES,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
OIAHIIYA COCINA JAPONESA,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
KANEISHI SUSHI & RAMEN BAR,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ORIENTAL CUISINE TAIKY,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
"FUJI VAMA (COMIDA JAPONESA, ORIENTAL Y SUSHI)",SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
COMIDA ORIENTAL HIROKO,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
RESTAURANT ORIENTAL SAOURY,SUSHI/ASIATICA,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ATELIER,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUES PARA EVENTOS,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUET,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETE MODELOS,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES A TIEMPO,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES BOCAGRANDE,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES BUFFETE,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES CASARANDAS,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES CESARE,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES CITY CHEF,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES CLAUDIA,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES D REY,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES D REY,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES DEL CASTILLO,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES DON JULIAN,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES DON PILLO,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES EDEN,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
BANQUETES EL FESTIN,SNACKS/TIENDA/OTROS,Servicios de preparación de alimentos para ocasiones especiales,722320
